id;income
15737; <=50K
15738; >50K
15739; >50K
15740; <=50K
15741; <=50K
15742; >50K
15743; <=50K
15744; <=50K
15745; >50K
15746; >50K
15747; >50K
15748; <=50K
15749; <=50K
15750; >50K
15751; <=50K
15752; <=50K
15753; <=50K
15754; <=50K
15755; >50K
15756; <=50K
15757; <=50K
15758; >50K
15759; <=50K
15760; <=50K
15761; >50K
15762; <=50K
15763; >50K
15764; <=50K
15765; <=50K
15766; <=50K
15767; <=50K
15768; >50K
15769; >50K
15770; <=50K
15771; <=50K
15772; <=50K
15773; <=50K
15774; <=50K
15775; >50K
15776; >50K
15777; <=50K
15778; >50K
15779; <=50K
15780; <=50K
15781; <=50K
15782; <=50K
15783; <=50K
15784; >50K
15785; <=50K
15786; >50K
15787; <=50K
15788; >50K
15789; <=50K
15790; <=50K
15791; <=50K
15792; <=50K
15793; <=50K
15794; <=50K
15795; <=50K
15796; <=50K
15797; <=50K
15798; <=50K
15799; <=50K
15800; <=50K
15801; <=50K
15802; <=50K
15803; <=50K
15804; <=50K
15805; >50K
15806; <=50K
15807; >50K
15808; <=50K
15809; <=50K
15810; >50K
15811; <=50K
15812; <=50K
15813; >50K
15814; >50K
15815; <=50K
15816; <=50K
15817; <=50K
15818; >50K
15819; <=50K
15820; <=50K
15821; <=50K
15822; <=50K
15823; <=50K
15824; <=50K
15825; <=50K
15826; <=50K
15827; <=50K
15828; <=50K
15829; <=50K
15830; >50K
15831; >50K
15832; >50K
15833; >50K
15834; <=50K
15835; <=50K
15836; <=50K
15837; <=50K
15838; <=50K
15839; <=50K
15840; >50K
15841; <=50K
15842; <=50K
15843; <=50K
15844; <=50K
15845; <=50K
15846; <=50K
15847; <=50K
15848; >50K
15849; <=50K
15850; <=50K
15851; <=50K
15852; <=50K
15853; >50K
15854; <=50K
15855; <=50K
15856; <=50K
15857; <=50K
15858; >50K
15859; <=50K
15860; <=50K
15861; >50K
15862; <=50K
15863; <=50K
15864; <=50K
15865; <=50K
15866; <=50K
15867; <=50K
15868; <=50K
15869; <=50K
15870; >50K
15871; >50K
15872; <=50K
15873; <=50K
15874; >50K
15875; <=50K
15876; >50K
15877; <=50K
15878; <=50K
15879; >50K
15880; <=50K
15881; >50K
15882; <=50K
15883; <=50K
15884; <=50K
15885; <=50K
15886; <=50K
15887; <=50K
15888; >50K
15889; <=50K
15890; <=50K
15891; <=50K
15892; >50K
15893; >50K
15894; <=50K
15895; <=50K
15896; <=50K
15897; <=50K
15898; <=50K
15899; <=50K
15900; <=50K
15901; <=50K
15902; <=50K
15903; <=50K
15904; <=50K
15905; >50K
15906; <=50K
15907; <=50K
15908; >50K
15909; <=50K
15910; >50K
15911; <=50K
15912; <=50K
15913; <=50K
15914; <=50K
15915; <=50K
15916; >50K
15917; <=50K
15918; <=50K
15919; <=50K
15920; <=50K
15921; >50K
15922; >50K
15923; <=50K
15924; >50K
15925; <=50K
15926; <=50K
15927; <=50K
15928; <=50K
15929; <=50K
15930; <=50K
15931; <=50K
15932; <=50K
15933; >50K
15934; <=50K
15935; <=50K
15936; <=50K
15937; <=50K
15938; <=50K
15939; <=50K
15940; <=50K
15941; >50K
15942; <=50K
15943; <=50K
15944; <=50K
15945; >50K
15946; <=50K
15947; <=50K
15948; <=50K
15949; >50K
15950; <=50K
15951; <=50K
15952; <=50K
15953; <=50K
15954; <=50K
15955; >50K
15956; >50K
15957; >50K
15958; <=50K
15959; <=50K
15960; <=50K
15961; <=50K
15962; >50K
15963; <=50K
15964; <=50K
15965; <=50K
15966; <=50K
15967; >50K
15968; <=50K
15969; >50K
15970; <=50K
15971; <=50K
15972; >50K
15973; <=50K
15974; <=50K
15975; <=50K
15976; <=50K
15977; <=50K
15978; <=50K
15979; <=50K
15980; <=50K
15981; <=50K
15982; <=50K
15983; <=50K
15984; <=50K
15985; <=50K
15986; >50K
15987; <=50K
15988; <=50K
15989; <=50K
15990; <=50K
15991; <=50K
15992; <=50K
15993; <=50K
15994; <=50K
15995; <=50K
15996; <=50K
15997; <=50K
15998; <=50K
15999; >50K
16000; <=50K
16001; >50K
16002; <=50K
16003; <=50K
16004; <=50K
16005; >50K
16006; <=50K
16007; <=50K
16008; <=50K
16009; <=50K
16010; <=50K
16011; <=50K
16012; <=50K
16013; >50K
16014; <=50K
16015; <=50K
16016; <=50K
16017; <=50K
16018; >50K
16019; >50K
16020; <=50K
16021; <=50K
16022; <=50K
16023; <=50K
16024; <=50K
16025; <=50K
16026; >50K
16027; <=50K
16028; <=50K
16029; <=50K
16030; <=50K
16031; <=50K
16032; <=50K
16033; >50K
16034; <=50K
16035; >50K
16036; <=50K
16037; <=50K
16038; <=50K
16039; <=50K
16040; >50K
16041; >50K
16042; <=50K
16043; <=50K
16044; <=50K
16045; <=50K
16046; <=50K
16047; >50K
16048; <=50K
16049; <=50K
16050; <=50K
16051; >50K
16052; <=50K
16053; >50K
16054; >50K
16055; >50K
16056; <=50K
16057; <=50K
16058; <=50K
16059; <=50K
16060; <=50K
16061; <=50K
16062; <=50K
16063; >50K
16064; <=50K
16065; <=50K
16066; <=50K
16067; <=50K
16068; <=50K
16069; <=50K
16070; <=50K
16071; <=50K
16072; <=50K
16073; <=50K
16074; <=50K
16075; <=50K
16076; <=50K
16077; <=50K
16078; <=50K
16079; >50K
16080; >50K
16081; <=50K
16082; >50K
16083; <=50K
16084; <=50K
16085; <=50K
16086; <=50K
16087; <=50K
16088; <=50K
16089; <=50K
16090; <=50K
16091; <=50K
16092; <=50K
16093; >50K
16094; >50K
16095; >50K
16096; <=50K
16097; <=50K
16098; <=50K
16099; <=50K
16100; <=50K
16101; <=50K
16102; <=50K
16103; >50K
16104; <=50K
16105; <=50K
16106; <=50K
16107; <=50K
16108; <=50K
16109; <=50K
16110; >50K
16111; <=50K
16112; <=50K
16113; <=50K
16114; >50K
16115; <=50K
16116; <=50K
16117; >50K
16118; >50K
16119; <=50K
16120; <=50K
16121; <=50K
16122; <=50K
16123; <=50K
16124; <=50K
16125; <=50K
16126; <=50K
16127; >50K
16128; <=50K
16129; <=50K
16130; <=50K
16131; <=50K
16132; <=50K
16133; <=50K
16134; <=50K
16135; <=50K
16136; <=50K
16137; <=50K
16138; <=50K
16139; <=50K
16140; >50K
16141; <=50K
16142; <=50K
16143; <=50K
16144; <=50K
16145; <=50K
16146; <=50K
16147; <=50K
16148; <=50K
16149; <=50K
16150; <=50K
16151; <=50K
16152; >50K
16153; >50K
16154; <=50K
16155; <=50K
16156; <=50K
16157; <=50K
16158; <=50K
16159; <=50K
16160; <=50K
16161; <=50K
16162; <=50K
16163; <=50K
16164; <=50K
16165; >50K
16166; >50K
16167; <=50K
16168; >50K
16169; >50K
16170; <=50K
16171; >50K
16172; >50K
16173; <=50K
16174; <=50K
16175; >50K
16176; <=50K
16177; >50K
16178; >50K
16179; <=50K
16180; <=50K
16181; >50K
16182; <=50K
16183; >50K
16184; <=50K
16185; <=50K
16186; <=50K
16187; <=50K
16188; <=50K
16189; >50K
16190; <=50K
16191; >50K
16192; <=50K
16193; <=50K
16194; <=50K
16195; <=50K
16196; <=50K
16197; <=50K
16198; <=50K
16199; <=50K
16200; <=50K
16201; <=50K
16202; <=50K
16203; <=50K
16204; <=50K
16205; >50K
16206; >50K
16207; >50K
16208; <=50K
16209; <=50K
16210; <=50K
16211; <=50K
16212; <=50K
16213; <=50K
16214; <=50K
16215; <=50K
16216; <=50K
16217; <=50K
16218; >50K
16219; <=50K
16220; <=50K
16221; >50K
16222; <=50K
16223; <=50K
16224; <=50K
16225; <=50K
16226; >50K
16227; <=50K
16228; >50K
16229; <=50K
16230; <=50K
16231; <=50K
16232; <=50K
16233; <=50K
16234; <=50K
16235; >50K
16236; <=50K
16237; <=50K
16238; <=50K
16239; >50K
16240; <=50K
16241; <=50K
16242; >50K
16243; <=50K
16244; <=50K
16245; <=50K
16246; <=50K
16247; >50K
16248; <=50K
16249; <=50K
16250; <=50K
16251; <=50K
16252; <=50K
16253; >50K
16254; <=50K
16255; <=50K
16256; <=50K
16257; <=50K
16258; <=50K
16259; <=50K
16260; >50K
16261; <=50K
16262; >50K
16263; <=50K
16264; <=50K
16265; >50K
16266; <=50K
16267; <=50K
16268; <=50K
16269; >50K
16270; >50K
16271; <=50K
16272; <=50K
16273; <=50K
16274; <=50K
16275; <=50K
16276; <=50K
16277; <=50K
16278; >50K
16279; <=50K
16280; <=50K
16281; <=50K
16282; <=50K
16283; >50K
16284; >50K
16285; >50K
16286; >50K
16287; <=50K
16288; >50K
16289; <=50K
16290; <=50K
16291; <=50K
16292; <=50K
16293; <=50K
16294; <=50K
16295; <=50K
16296; >50K
16297; <=50K
16298; <=50K
16299; <=50K
16300; <=50K
16301; <=50K
16302; >50K
16303; <=50K
16304; >50K
16305; <=50K
16306; <=50K
16307; >50K
16308; <=50K
16309; <=50K
16310; <=50K
16311; >50K
16312; <=50K
16313; <=50K
16314; <=50K
16315; <=50K
16316; <=50K
16317; <=50K
16318; <=50K
16319; <=50K
16320; <=50K
16321; >50K
16322; <=50K
16323; <=50K
16324; <=50K
16325; <=50K
16326; <=50K
16327; >50K
16328; <=50K
16329; <=50K
16330; <=50K
16331; <=50K
16332; >50K
16333; <=50K
16334; <=50K
16335; <=50K
16336; <=50K
16337; <=50K
16338; >50K
16339; <=50K
16340; <=50K
16341; <=50K
16342; <=50K
16343; >50K
16344; <=50K
16345; <=50K
16346; >50K
16347; <=50K
16348; <=50K
16349; <=50K
16350; <=50K
16351; <=50K
16352; <=50K
16353; >50K
16354; <=50K
16355; <=50K
16356; <=50K
16357; <=50K
16358; <=50K
16359; <=50K
16360; <=50K
16361; <=50K
16362; <=50K
16363; <=50K
16364; <=50K
16365; <=50K
16366; <=50K
16367; <=50K
16368; <=50K
16369; <=50K
16370; <=50K
16371; <=50K
16372; <=50K
16373; >50K
16374; <=50K
16375; <=50K
16376; <=50K
16377; <=50K
16378; <=50K
16379; <=50K
16380; <=50K
16381; <=50K
16382; <=50K
16383; <=50K
16384; <=50K
16385; <=50K
16386; <=50K
16387; <=50K
16388; <=50K
16389; <=50K
16390; <=50K
16391; >50K
16392; <=50K
16393; <=50K
16394; >50K
16395; <=50K
16396; <=50K
16397; <=50K
16398; <=50K
16399; <=50K
16400; <=50K
16401; <=50K
16402; <=50K
16403; <=50K
16404; >50K
16405; >50K
16406; <=50K
16407; <=50K
16408; >50K
16409; <=50K
16410; >50K
16411; <=50K
16412; <=50K
16413; <=50K
16414; <=50K
16415; <=50K
16416; <=50K
16417; >50K
16418; <=50K
16419; >50K
16420; <=50K
16421; <=50K
16422; <=50K
16423; >50K
16424; <=50K
16425; <=50K
16426; <=50K
16427; <=50K
16428; <=50K
16429; >50K
16430; <=50K
16431; >50K
16432; <=50K
16433; <=50K
16434; <=50K
16435; <=50K
16436; <=50K
16437; <=50K
16438; <=50K
16439; >50K
16440; <=50K
16441; <=50K
16442; <=50K
16443; <=50K
16444; <=50K
16445; <=50K
16446; <=50K
16447; <=50K
16448; <=50K
16449; <=50K
16450; >50K
16451; <=50K
16452; <=50K
16453; <=50K
16454; <=50K
16455; <=50K
16456; <=50K
16457; <=50K
16458; >50K
16459; <=50K
16460; <=50K
16461; >50K
16462; <=50K
16463; >50K
16464; <=50K
16465; <=50K
16466; <=50K
16467; <=50K
16468; <=50K
16469; >50K
16470; <=50K
16471; >50K
16472; <=50K
16473; <=50K
16474; <=50K
16475; >50K
16476; <=50K
16477; <=50K
16478; <=50K
16479; <=50K
16480; <=50K
16481; <=50K
16482; <=50K
16483; >50K
16484; <=50K
16485; >50K
16486; <=50K
16487; <=50K
16488; <=50K
16489; <=50K
16490; >50K
16491; <=50K
16492; <=50K
16493; >50K
16494; <=50K
16495; <=50K
16496; <=50K
16497; >50K
16498; <=50K
16499; <=50K
16500; <=50K
16501; >50K
16502; <=50K
16503; >50K
16504; <=50K
16505; <=50K
16506; <=50K
16507; <=50K
16508; <=50K
16509; <=50K
16510; <=50K
16511; <=50K
16512; <=50K
16513; <=50K
16514; <=50K
16515; <=50K
16516; <=50K
16517; >50K
16518; <=50K
16519; >50K
16520; <=50K
16521; <=50K
16522; <=50K
16523; <=50K
16524; >50K
16525; <=50K
16526; <=50K
16527; <=50K
16528; >50K
16529; <=50K
16530; <=50K
16531; <=50K
16532; <=50K
16533; <=50K
16534; <=50K
16535; <=50K
16536; <=50K
16537; <=50K
16538; <=50K
16539; <=50K
16540; >50K
16541; <=50K
16542; <=50K
16543; <=50K
16544; >50K
16545; <=50K
16546; <=50K
16547; <=50K
16548; <=50K
16549; <=50K
16550; <=50K
16551; <=50K
16552; <=50K
16553; <=50K
16554; >50K
16555; <=50K
16556; <=50K
16557; <=50K
16558; >50K
16559; <=50K
16560; <=50K
16561; <=50K
16562; <=50K
16563; <=50K
16564; <=50K
16565; <=50K
16566; <=50K
16567; <=50K
16568; <=50K
16569; <=50K
16570; >50K
16571; <=50K
16572; <=50K
16573; <=50K
16574; <=50K
16575; <=50K
16576; <=50K
16577; >50K
16578; <=50K
16579; <=50K
16580; <=50K
16581; <=50K
16582; <=50K
16583; <=50K
16584; <=50K
16585; <=50K
16586; >50K
16587; <=50K
16588; <=50K
16589; >50K
16590; <=50K
16591; <=50K
16592; <=50K
16593; <=50K
16594; >50K
16595; <=50K
16596; <=50K
16597; >50K
16598; >50K
16599; <=50K
16600; <=50K
16601; <=50K
16602; >50K
16603; <=50K
16604; <=50K
16605; >50K
16606; <=50K
16607; <=50K
16608; >50K
16609; >50K
16610; <=50K
16611; <=50K
16612; <=50K
16613; <=50K
16614; <=50K
16615; <=50K
16616; <=50K
16617; <=50K
16618; <=50K
16619; <=50K
16620; >50K
16621; <=50K
16622; >50K
16623; >50K
16624; <=50K
16625; <=50K
16626; <=50K
16627; <=50K
16628; >50K
16629; <=50K
16630; <=50K
16631; <=50K
16632; >50K
16633; <=50K
16634; <=50K
16635; <=50K
16636; >50K
16637; <=50K
16638; >50K
16639; <=50K
16640; <=50K
16641; <=50K
16642; <=50K
16643; <=50K
16644; >50K
16645; <=50K
16646; <=50K
16647; <=50K
16648; <=50K
16649; <=50K
16650; >50K
16651; <=50K
16652; <=50K
16653; <=50K
16654; <=50K
16655; <=50K
16656; >50K
16657; >50K
16658; >50K
16659; <=50K
16660; <=50K
16661; <=50K
16662; <=50K
16663; >50K
16664; >50K
16665; <=50K
16666; <=50K
16667; <=50K
16668; >50K
16669; >50K
16670; >50K
16671; >50K
16672; <=50K
16673; <=50K
16674; >50K
16675; <=50K
16676; <=50K
16677; <=50K
16678; <=50K
16679; <=50K
16680; <=50K
16681; <=50K
16682; <=50K
16683; >50K
16684; >50K
16685; >50K
16686; >50K
16687; <=50K
16688; <=50K
16689; <=50K
16690; >50K
16691; >50K
16692; <=50K
16693; <=50K
16694; <=50K
16695; >50K
16696; <=50K
16697; <=50K
16698; >50K
16699; <=50K
16700; >50K
16701; >50K
16702; >50K
16703; >50K
16704; >50K
16705; <=50K
16706; <=50K
16707; <=50K
16708; <=50K
16709; <=50K
16710; <=50K
16711; <=50K
16712; <=50K
16713; <=50K
16714; <=50K
16715; <=50K
16716; <=50K
16717; >50K
16718; <=50K
16719; <=50K
16720; >50K
16721; <=50K
16722; >50K
16723; <=50K
16724; <=50K
16725; <=50K
16726; <=50K
16727; <=50K
16728; <=50K
16729; <=50K
16730; >50K
16731; <=50K
16732; <=50K
16733; <=50K
16734; <=50K
16735; <=50K
16736; <=50K
16737; <=50K
16738; <=50K
16739; <=50K
16740; <=50K
16741; >50K
16742; <=50K
16743; >50K
16744; <=50K
16745; <=50K
16746; <=50K
16747; <=50K
16748; >50K
16749; <=50K
16750; <=50K
16751; <=50K
16752; <=50K
16753; >50K
16754; <=50K
16755; <=50K
16756; <=50K
16757; <=50K
16758; >50K
16759; >50K
16760; >50K
16761; <=50K
16762; <=50K
16763; <=50K
16764; >50K
16765; <=50K
16766; >50K
16767; <=50K
16768; <=50K
16769; <=50K
16770; <=50K
16771; <=50K
16772; <=50K
16773; <=50K
16774; <=50K
16775; <=50K
16776; <=50K
16777; <=50K
16778; <=50K
16779; >50K
16780; <=50K
16781; <=50K
16782; <=50K
16783; >50K
16784; <=50K
16785; <=50K
16786; >50K
16787; <=50K
16788; <=50K
16789; >50K
16790; >50K
16791; >50K
16792; <=50K
16793; <=50K
16794; <=50K
16795; <=50K
16796; <=50K
16797; >50K
16798; >50K
16799; <=50K
16800; <=50K
16801; <=50K
16802; <=50K
16803; <=50K
16804; >50K
16805; <=50K
16806; >50K
16807; >50K
16808; <=50K
16809; >50K
16810; <=50K
16811; >50K
16812; >50K
16813; <=50K
16814; <=50K
16815; <=50K
16816; <=50K
16817; <=50K
16818; <=50K
16819; >50K
16820; <=50K
16821; <=50K
16822; <=50K
16823; <=50K
16824; >50K
16825; <=50K
16826; <=50K
16827; <=50K
16828; <=50K
16829; <=50K
16830; >50K
16831; <=50K
16832; <=50K
16833; >50K
16834; >50K
16835; <=50K
16836; <=50K
16837; <=50K
16838; <=50K
16839; <=50K
16840; <=50K
16841; <=50K
16842; <=50K
16843; <=50K
16844; <=50K
16845; <=50K
16846; <=50K
16847; <=50K
16848; >50K
16849; >50K
16850; <=50K
16851; <=50K
16852; <=50K
16853; <=50K
16854; <=50K
16855; <=50K
16856; <=50K
16857; >50K
16858; <=50K
16859; <=50K
16860; <=50K
16861; <=50K
16862; <=50K
16863; >50K
16864; <=50K
16865; >50K
16866; >50K
16867; <=50K
16868; <=50K
16869; <=50K
16870; <=50K
16871; >50K
16872; <=50K
16873; <=50K
16874; <=50K
16875; >50K
16876; <=50K
16877; <=50K
16878; <=50K
16879; <=50K
16880; <=50K
16881; <=50K
16882; <=50K
16883; <=50K
16884; <=50K
16885; <=50K
16886; <=50K
16887; <=50K
16888; <=50K
16889; <=50K
16890; <=50K
16891; <=50K
16892; <=50K
16893; <=50K
16894; <=50K
16895; <=50K
16896; <=50K
16897; <=50K
16898; >50K
16899; <=50K
16900; <=50K
16901; <=50K
16902; <=50K
16903; <=50K
16904; >50K
16905; <=50K
16906; <=50K
16907; >50K
16908; <=50K
16909; >50K
16910; >50K
16911; >50K
16912; <=50K
16913; <=50K
16914; <=50K
16915; >50K
16916; <=50K
16917; <=50K
16918; <=50K
16919; >50K
16920; >50K
16921; >50K
16922; <=50K
16923; >50K
16924; >50K
16925; >50K
16926; <=50K
16927; <=50K
16928; <=50K
16929; <=50K
16930; <=50K
16931; >50K
16932; <=50K
16933; <=50K
16934; <=50K
16935; <=50K
16936; <=50K
16937; >50K
16938; <=50K
16939; >50K
16940; <=50K
16941; <=50K
16942; <=50K
16943; <=50K
16944; <=50K
16945; >50K
16946; >50K
16947; >50K
16948; <=50K
16949; <=50K
16950; <=50K
16951; <=50K
16952; <=50K
16953; <=50K
16954; >50K
16955; <=50K
16956; <=50K
16957; <=50K
16958; <=50K
16959; <=50K
16960; <=50K
16961; >50K
16962; >50K
16963; <=50K
16964; <=50K
16965; >50K
16966; >50K
16967; <=50K
16968; <=50K
16969; <=50K
16970; <=50K
16971; >50K
16972; >50K
16973; <=50K
16974; <=50K
16975; >50K
16976; <=50K
16977; <=50K
16978; <=50K
16979; <=50K
16980; >50K
16981; <=50K
16982; <=50K
16983; <=50K
16984; <=50K
16985; <=50K
16986; <=50K
16987; <=50K
16988; >50K
16989; <=50K
16990; >50K
16991; <=50K
16992; >50K
16993; <=50K
16994; <=50K
16995; <=50K
16996; <=50K
16997; <=50K
16998; <=50K
16999; >50K
17000; <=50K
17001; >50K
17002; >50K
17003; >50K
17004; >50K
17005; <=50K
17006; <=50K
17007; <=50K
17008; <=50K
17009; <=50K
17010; <=50K
17011; <=50K
17012; <=50K
17013; <=50K
17014; >50K
17015; <=50K
17016; <=50K
17017; <=50K
17018; >50K
17019; >50K
17020; <=50K
17021; <=50K
17022; <=50K
17023; >50K
17024; <=50K
17025; >50K
17026; <=50K
17027; <=50K
17028; >50K
17029; >50K
17030; <=50K
17031; <=50K
17032; <=50K
17033; <=50K
17034; <=50K
17035; <=50K
17036; <=50K
17037; <=50K
17038; <=50K
17039; <=50K
17040; <=50K
17041; <=50K
17042; <=50K
17043; >50K
17044; <=50K
17045; <=50K
17046; <=50K
17047; <=50K
17048; <=50K
17049; <=50K
17050; >50K
17051; <=50K
17052; >50K
17053; >50K
17054; >50K
17055; >50K
17056; <=50K
17057; <=50K
17058; <=50K
17059; >50K
17060; <=50K
17061; <=50K
17062; <=50K
17063; <=50K
17064; >50K
17065; <=50K
17066; <=50K
17067; <=50K
17068; <=50K
17069; <=50K
17070; <=50K
17071; <=50K
17072; <=50K
17073; <=50K
17074; <=50K
17075; <=50K
17076; <=50K
17077; >50K
17078; >50K
17079; <=50K
17080; >50K
17081; <=50K
17082; <=50K
17083; <=50K
17084; <=50K
17085; <=50K
17086; >50K
17087; <=50K
17088; <=50K
17089; >50K
17090; <=50K
17091; <=50K
17092; <=50K
17093; >50K
17094; <=50K
17095; <=50K
17096; <=50K
17097; <=50K
17098; <=50K
17099; <=50K
17100; <=50K
17101; <=50K
17102; <=50K
17103; <=50K
17104; <=50K
17105; <=50K
17106; <=50K
17107; <=50K
17108; <=50K
17109; <=50K
17110; <=50K
17111; >50K
17112; <=50K
17113; <=50K
17114; <=50K
17115; <=50K
17116; >50K
17117; >50K
17118; <=50K
17119; <=50K
17120; <=50K
17121; >50K
17122; >50K
17123; >50K
17124; <=50K
17125; <=50K
17126; <=50K
17127; >50K
17128; <=50K
17129; <=50K
17130; <=50K
17131; >50K
17132; <=50K
17133; <=50K
17134; <=50K
17135; >50K
17136; >50K
17137; >50K
17138; <=50K
17139; <=50K
17140; <=50K
17141; <=50K
17142; <=50K
17143; <=50K
17144; <=50K
17145; <=50K
17146; <=50K
17147; <=50K
17148; <=50K
17149; <=50K
17150; <=50K
17151; <=50K
17152; <=50K
17153; <=50K
17154; >50K
17155; >50K
17156; <=50K
17157; >50K
17158; <=50K
17159; <=50K
17160; <=50K
17161; >50K
17162; <=50K
17163; <=50K
17164; >50K
17165; <=50K
17166; <=50K
17167; <=50K
17168; <=50K
17169; <=50K
17170; <=50K
17171; <=50K
17172; <=50K
17173; >50K
17174; >50K
17175; <=50K
17176; <=50K
17177; <=50K
17178; <=50K
17179; <=50K
17180; >50K
17181; <=50K
17182; >50K
17183; <=50K
17184; <=50K
17185; <=50K
17186; <=50K
17187; >50K
17188; <=50K
17189; <=50K
17190; <=50K
17191; <=50K
17192; <=50K
17193; <=50K
17194; <=50K
17195; <=50K
17196; <=50K
17197; >50K
17198; >50K
17199; >50K
17200; <=50K
17201; >50K
17202; <=50K
17203; <=50K
17204; <=50K
17205; <=50K
17206; <=50K
17207; >50K
17208; >50K
17209; <=50K
17210; >50K
17211; >50K
17212; <=50K
17213; <=50K
17214; <=50K
17215; <=50K
17216; <=50K
17217; <=50K
17218; <=50K
17219; <=50K
17220; <=50K
17221; <=50K
17222; <=50K
17223; <=50K
17224; <=50K
17225; >50K
17226; <=50K
17227; >50K
17228; >50K
17229; <=50K
17230; <=50K
17231; <=50K
17232; <=50K
17233; <=50K
17234; <=50K
17235; <=50K
17236; <=50K
17237; <=50K
17238; <=50K
17239; >50K
17240; <=50K
17241; <=50K
17242; >50K
17243; <=50K
17244; <=50K
17245; <=50K
17246; >50K
17247; <=50K
17248; <=50K
17249; >50K
17250; <=50K
17251; <=50K
17252; <=50K
17253; <=50K
17254; <=50K
17255; >50K
17256; <=50K
17257; <=50K
17258; <=50K
17259; <=50K
17260; >50K
17261; <=50K
17262; >50K
17263; <=50K
17264; <=50K
17265; >50K
17266; >50K
17267; <=50K
17268; <=50K
17269; <=50K
17270; <=50K
17271; <=50K
17272; >50K
17273; <=50K
17274; <=50K
17275; <=50K
17276; <=50K
17277; <=50K
17278; >50K
17279; <=50K
17280; >50K
17281; <=50K
17282; <=50K
17283; <=50K
17284; <=50K
17285; <=50K
17286; <=50K
17287; >50K
17288; >50K
17289; <=50K
17290; <=50K
17291; <=50K
17292; <=50K
17293; <=50K
17294; <=50K
17295; <=50K
17296; <=50K
17297; <=50K
17298; <=50K
17299; <=50K
17300; <=50K
17301; <=50K
17302; <=50K
17303; <=50K
17304; <=50K
17305; <=50K
17306; <=50K
17307; <=50K
17308; >50K
17309; <=50K
17310; <=50K
17311; <=50K
17312; <=50K
17313; <=50K
17314; <=50K
17315; <=50K
17316; >50K
17317; <=50K
17318; <=50K
17319; >50K
17320; <=50K
17321; <=50K
17322; <=50K
17323; <=50K
17324; <=50K
17325; <=50K
17326; <=50K
17327; <=50K
17328; >50K
17329; <=50K
17330; <=50K
17331; >50K
17332; >50K
17333; <=50K
17334; <=50K
17335; <=50K
17336; >50K
17337; >50K
17338; >50K
17339; <=50K
17340; >50K
17341; >50K
17342; <=50K
17343; <=50K
17344; <=50K
17345; <=50K
17346; <=50K
17347; >50K
17348; <=50K
17349; <=50K
17350; <=50K
17351; <=50K
17352; >50K
17353; <=50K
17354; <=50K
17355; <=50K
17356; <=50K
17357; <=50K
17358; <=50K
17359; <=50K
17360; <=50K
17361; >50K
17362; <=50K
17363; <=50K
17364; <=50K
17365; >50K
17366; <=50K
17367; >50K
17368; >50K
17369; >50K
17370; <=50K
17371; >50K
17372; <=50K
17373; <=50K
17374; <=50K
17375; <=50K
17376; <=50K
17377; <=50K
17378; >50K
17379; <=50K
17380; <=50K
17381; <=50K
17382; <=50K
17383; <=50K
17384; <=50K
17385; <=50K
17386; <=50K
17387; <=50K
17388; >50K
17389; >50K
17390; <=50K
17391; <=50K
17392; <=50K
17393; <=50K
17394; >50K
17395; <=50K
17396; <=50K
17397; <=50K
17398; >50K
17399; <=50K
17400; <=50K
17401; <=50K
17402; <=50K
17403; <=50K
17404; <=50K
17405; >50K
17406; <=50K
17407; <=50K
17408; <=50K
17409; <=50K
17410; >50K
17411; <=50K
17412; <=50K
17413; <=50K
17414; <=50K
17415; <=50K
17416; >50K
17417; <=50K
17418; <=50K
17419; <=50K
17420; <=50K
17421; <=50K
17422; >50K
17423; >50K
17424; <=50K
17425; <=50K
17426; <=50K
17427; >50K
17428; <=50K
17429; <=50K
17430; >50K
17431; <=50K
17432; <=50K
17433; <=50K
17434; <=50K
17435; <=50K
17436; <=50K
17437; >50K
17438; <=50K
17439; >50K
17440; <=50K
17441; <=50K
17442; <=50K
17443; <=50K
17444; <=50K
17445; <=50K
17446; <=50K
17447; >50K
17448; <=50K
17449; <=50K
17450; <=50K
17451; <=50K
17452; <=50K
17453; <=50K
17454; <=50K
17455; >50K
17456; <=50K
17457; <=50K
17458; <=50K
17459; <=50K
17460; <=50K
17461; <=50K
17462; <=50K
17463; <=50K
17464; >50K
17465; <=50K
17466; <=50K
17467; >50K
17468; <=50K
17469; <=50K
17470; <=50K
17471; <=50K
17472; <=50K
17473; <=50K
17474; <=50K
17475; <=50K
17476; <=50K
17477; <=50K
17478; <=50K
17479; <=50K
17480; <=50K
17481; <=50K
17482; <=50K
17483; >50K
17484; <=50K
17485; <=50K
17486; >50K
17487; <=50K
17488; <=50K
17489; <=50K
17490; >50K
17491; <=50K
17492; <=50K
17493; >50K
17494; >50K
17495; <=50K
17496; <=50K
17497; <=50K
17498; <=50K
17499; >50K
17500; <=50K
17501; >50K
17502; >50K
17503; >50K
17504; <=50K
17505; <=50K
17506; <=50K
17507; <=50K
17508; <=50K
17509; >50K
17510; <=50K
17511; >50K
17512; <=50K
17513; <=50K
17514; >50K
17515; <=50K
17516; <=50K
17517; <=50K
17518; <=50K
17519; >50K
17520; <=50K
17521; <=50K
17522; <=50K
17523; <=50K
17524; <=50K
17525; <=50K
17526; <=50K
17527; <=50K
17528; <=50K
17529; <=50K
17530; <=50K
17531; <=50K
17532; <=50K
17533; <=50K
17534; <=50K
17535; <=50K
17536; <=50K
17537; <=50K
